/shaders: crash
spec/arb_enhanced_layouts/compiler/compile-time-constants/negative-qualifiers/negative-layout-qualifier-stream_geom: skip
spec/arb_enhanced_layouts/compiler/compile-time-constants/negative-qualifiers/negative-layout-qualifier-vertices_tesc: skip
spec/arb_enhanced_layouts/compiler/compile-time-constants/stream_geom: skip
spec/arb_enhanced_layouts/compiler/compile-time-constants/vertices_tesc: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-invocation-identifiers-in-single-layout-mismatch_geom: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-invocation-identifiers-in-single-layout_geom: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-local_size-identifiers-in-single-layout-mismatch_comp: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-local_size-identifiers-in-single-layout_comp: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-stream-identifiers-in-single-layout-global-no-enhanced-layouts_geom: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-stream-identifiers-in-single-layout-global_geom: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-stream-identifiers-in-single-layout-no-enhanced-layouts_geom: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-stream-identifiers-in-single-layout_geom: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-vertices-identifiers-in-single-layout-mismatch_tesc: skip
spec/arb_enhanced_layouts/compiler/duplicate-layout-qualifier-identifiers/multiple-vertices-identifiers-in-single-layout_tesc: skip
spec/arb_enhanced_layouts/preprocessor/disabled-defined-core_comp: skip
spec/arb_enhanced_layouts/preprocessor/disabled-defined-core_frag: skip
spec/arb_enhanced_layouts/preprocessor/disabled-defined-core_geom: skip
spec/arb_enhanced_layouts/preprocessor/disabled-defined-core_tesc: skip
spec/arb_enhanced_layouts/preprocessor/disabled-defined-core_tese: skip
spec/arb_enhanced_layouts/preprocessor/disabled-defined-core_vert: skip
spec/arb_enhanced_layouts/preprocessor/disabled-undefined-core_comp: skip
spec/arb_enhanced_layouts/preprocessor/disabled-undefined-core_frag: skip
spec/arb_enhanced_layouts/preprocessor/disabled-undefined-core_geom: skip
spec/arb_enhanced_layouts/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_enhanced_layouts/preprocessor/disabled-undefined-core_tese: skip
spec/arb_enhanced_layouts/preprocessor/disabled-undefined-core_vert: skip
spec/arb_enhanced_layouts/preprocessor/enabled-core_comp: skip
spec/arb_enhanced_layouts/preprocessor/enabled-core_tesc: skip
spec/arb_enhanced_layouts/preprocessor/enabled-core_tese: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-defined-core_comp: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-defined-core_frag: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-defined-core_geom: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-defined-core_tesc: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-defined-core_tese: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-defined-core_vert: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-undefined-core_comp: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-undefined-core_frag: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-undefined-core_geom: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-undefined-core_tese: skip
spec/arb_es3_1_compatibility/preprocessor/disabled-undefined-core_vert: skip
spec/arb_es3_1_compatibility/preprocessor/enabled-core_comp: skip
spec/arb_es3_1_compatibility/preprocessor/enabled-core_frag: skip
spec/arb_es3_1_compatibility/preprocessor/enabled-core_geom: skip
spec/arb_es3_1_compatibility/preprocessor/enabled-core_tesc: skip
spec/arb_es3_1_compatibility/preprocessor/enabled-core_tese: skip
spec/arb_es3_1_compatibility/preprocessor/enabled-core_vert: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-compat_frag: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-compat_vert: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-core_comp: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-core_frag: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-core_geom: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-core_tesc: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-core_tese: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-defined-core_vert: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-compat_frag: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-compat_vert: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-core_comp: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-core_frag: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-core_geom: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-core_tese: skip
spec/arb_explicit_attrib_location/preprocessor/disabled-undefined-core_vert: skip
spec/arb_explicit_attrib_location/preprocessor/enabled-core_comp: skip
spec/arb_explicit_attrib_location/preprocessor/enabled-core_tesc: skip
spec/arb_explicit_attrib_location/preprocessor/enabled-core_tese: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-compat_frag: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-compat_vert: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-core_comp: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-core_frag: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-core_geom: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-core_tesc: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-core_tese: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-defined-core_vert: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-compat_frag: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-compat_vert: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-core_comp: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-core_frag: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-core_geom: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-core_tese: skip
spec/arb_explicit_uniform_location/preprocessor/disabled-undefined-core_vert: skip
spec/arb_explicit_uniform_location/preprocessor/enabled-core_comp: skip
spec/arb_explicit_uniform_location/preprocessor/enabled-core_tesc: skip
spec/arb_explicit_uniform_location/preprocessor/enabled-core_tese: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-compat_frag: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-compat_vert: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-core_comp: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-core_frag: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-core_geom: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-core_tesc: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-core_tese: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-defined-core_vert: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-compat_frag: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-compat_vert: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-core_comp: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-core_frag: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-core_geom: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-core_tese: skip
spec/arb_fragment_coord_conventions/preprocessor/disabled-undefined-core_vert: skip
spec/arb_fragment_coord_conventions/preprocessor/enabled-core_comp: skip
spec/arb_fragment_coord_conventions/preprocessor/enabled-core_tesc: skip
spec/arb_fragment_coord_conventions/preprocessor/enabled-core_tese: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-defined-core_comp: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-defined-core_frag: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-defined-core_geom: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-defined-core_tesc: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-defined-core_tese: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-defined-core_vert: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-undefined-core_comp: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-undefined-core_frag: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-undefined-core_geom: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-undefined-core_tese: skip
spec/arb_fragment_layer_viewport/preprocessor/disabled-undefined-core_vert: skip
spec/arb_fragment_layer_viewport/preprocessor/enabled-core_comp: skip
spec/arb_fragment_layer_viewport/preprocessor/enabled-core_tesc: skip
spec/arb_fragment_layer_viewport/preprocessor/enabled-core_tese: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-after-discard_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-after-return_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-endinvocationinterlock_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-inside-do-while_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-inside-for_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-inside-if_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-inside-non-main-function_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-inside-switch_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-inside-while_frag: skip
spec/arb_fragment_shader_interlock/compiler/begininvocationinterlock-twice_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-after-discard_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-after-return_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-before-begininvocationinterlock_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-inside-do-while_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-inside-for_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-inside-if_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-inside-non-main-function_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-inside-switch_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-inside-while_frag: skip
spec/arb_fragment_shader_interlock/compiler/endinvocationinterlock-twice_frag: skip
spec/arb_geometry_shader4/compiler/2darray-assignment-size-mismatch_geom: skip
spec/arb_geometry_shader4/compiler/2darray-basic_geom: skip
spec/arb_geometry_shader4/compiler/2darray-index-oob_geom: skip
spec/arb_geometry_shader4/compiler/2darray-vertex-index-oob_geom: skip
spec/arb_geometry_shader4/compiler/arb_shader_texture_lod_geom: skip
spec/arb_geometry_shader4/compiler/arb_shading_language_packing_geom: skip
spec/arb_geometry_shader4/compiler/arb_texture_cube_map_array_geom: skip
spec/arb_geometry_shader4/compiler/arb_texture_multisample_geom: skip
spec/arb_geometry_shader4/compiler/arb_texture_rectangle_geom: skip
spec/arb_geometry_shader4/compiler/arb_uniform_buffer_object_geom: skip
spec/arb_geometry_shader4/compiler/array-index_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-explicit-access-2_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-explicit-access-max_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-explicit-too-large-with-access_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-explicit-too-large_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-implicit-access-max_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-implicit-length_geom: skip
spec/arb_geometry_shader4/compiler/clip-distance-in-implicit-nonconst-access_geom: skip
spec/arb_geometry_shader4/compiler/constants_geom: skip
spec/arb_geometry_shader4/compiler/ext_texture_array_geom: skip
spec/arb_geometry_shader4/compiler/sanity_geom: skip
spec/arb_geometry_shader4/compiler/uniforms_geom: skip
spec/arb_geometry_shader4/compiler/verticesin-const-expression_geom: skip
spec/arb_geometry_shader4/compiler/verticesin-const_geom: skip
spec/arb_geometry_shader4/execution: skip
spec/arb_geometry_shader4/linker: skip
spec/arb_geometry_shader4/preprocessor/disabled-defined-core_comp: skip
spec/arb_geometry_shader4/preprocessor/disabled-defined-core_tesc: skip
spec/arb_geometry_shader4/preprocessor/disabled-defined-core_tese: skip
spec/arb_geometry_shader4/preprocessor/disabled-undefined-core_comp: skip
spec/arb_geometry_shader4/preprocessor/disabled-undefined-core_tesc: skip
spec/arb_geometry_shader4/preprocessor/disabled-undefined-core_tese: skip
spec/arb_geometry_shader4/preprocessor/enabled-compat_frag: skip
spec/arb_geometry_shader4/preprocessor/enabled-compat_vert: skip
spec/arb_geometry_shader4/preprocessor/enabled-core_comp: skip
spec/arb_geometry_shader4/preprocessor/enabled-core_frag: skip
spec/arb_geometry_shader4/preprocessor/enabled-core_geom: skip
spec/arb_geometry_shader4/preprocessor/enabled-core_tesc: skip
spec/arb_geometry_shader4/preprocessor/enabled-core_tese: skip
spec/arb_geometry_shader4/preprocessor/enabled-core_vert: skip
spec/arb_get_program_binary/execution/uniform-after-restore: skip
spec/arb_gl_spirv/execution: skip
spec/arb_gl_spirv/execution/uniform: skip
spec/arb_gl_spirv/execution/xfb: skip
spec/arb_gl_spirv/linker/uniform: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-comp-float-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-comp-int-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-comp-uint-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-float-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-int-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-shadow-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gather-uint-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-comp-float-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-comp-int-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-comp-uint-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-float-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-int-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-shadow-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-uint-samplers_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffset-uniform-offset_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/fs-gatheroffsets_frag: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-comp-float-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-comp-int-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-comp-must-be-constexpr_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-comp-uint-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-float-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-int-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-offsets-must-be-constexpr_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-shadow-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gather-uint-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-comp-float-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-comp-int-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-comp-uint-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-float-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-int-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-shadow-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-uint-samplers_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffset-uniform-offset_vert: skip
spec/arb_gpu_shader5/compiler/builtin-functions/vs-gatheroffsets_vert: skip
spec/arb_gpu_shader5/compiler/correct-multiple-layout-qualifier-invocations_geom: skip
spec/arb_gpu_shader5/compiler/implicit-conversions-01_vert: skip
